age,income,loan_amount,credit_score,employment_length,delinquencies,default
41,70501,1000,559,4,3,1
27,66598,17336,823,12,4,1
29,53862,2650,654,7,3,1
38,73213,1997,736,17,3,1
30,59690,16543,611,16,3,1
43,52615,6087,717,6,3,1
27,73920,14943,478,0,3,1
28,57120,16107,621,6,0,1
28,44033,16464,643,5,2,1
29,71996,7767,682,8,1,0
45,58720,22189,725,11,4,1
41,69778,14286,573,19,2,1
52,50922,18528,696,1,2,1
57,35817,5428,735,11,2,1
24,94701,13573,814,3,3,1
35,90932,23778,699,10,3,1
23,77675,22761,617,12,1,1
27,52243,8621,560,16,4,0
28,53993,10635,778,11,3,1
24,87646,7090,701,3,1,1
24,52923,9748,648,18,3,1
33,47348,3807,536,8,2,1
22,97444,13894,584,9,1,0
43,59046,20065,694,12,4,0
25,95368,8719,674,5,1,1
63,32032,14275,513,19,4,1
30,70363,13236,694,0,3,1
35,101421,23440,540,3,4,1
22,60595,10107,744,19,3,1
52,54719,10398,664,9,3,1
46,36644,8231,617,17,0,1
37,81646,5899,719,18,4,1
21,44597,19233,674,19,3,1
37,58103,13919,742,14,1,1
23,35309,15438,655,13,1,1
49,91137,25197,659,12,0,1
43,83097,25656,630,13,1,1
35,59368,1830,668,5,0,1
18,36917,20182,768,16,4,1
25,90718,16805,614,3,2,1
41,52681,11307,695,9,3,1
47,37895,17621,588,7,4,1
46,24757,1188,505,15,4,1
19,47080,26701,664,5,2,1
38,30907,19119,675,4,0,1
45,47543,8078,642,16,3,1
18,74888,10316,545,9,4,1
34,52491,1374,671,14,1,1
37,67113,12488,668,17,0,1
31,45533,11138,587,16,3,1
18,61303,4399,555,7,3,1
31,98418,21213,632,3,0,1
31,53030,25214,695,19,0,1
33,67688,14781,679,6,2,1
29,28689,12554,588,15,0,1
30,90402,18479,659,15,0,1
34,50455,14842,712,8,1,1
39,81010,6342,567,3,2,1
31,57536,9778,654,9,4,1
30,72231,12628,743,2,2,1
35,73420,16985,560,7,4,1
18,50951,15074,730,7,3,1
39,81838,16682,763,10,1,1
34,44820,2801,634,3,2,1
35,75558,20321,625,16,0,1
44,52195,15027,722,1,4,1
18,66991,35421,636,19,1,1
18,50760,11898,485,6,4,1
37,60999,17587,643,9,3,1
34,38506,37633,682,17,1,1
36,64951,16552,701,13,2,1
30,60883,14458,588,1,0,1
41,49196,7104,631,12,3,1
44,58899,27226,718,11,0,1
39,62680,5727,645,18,3,1
32,47672,18416,542,11,0,1
18,57424,11211,736,19,0,0
42,39888,13485,635,10,1,0
47,106914,3608,726,3,0,1
41,81182,25745,552,10,4,1
26,65461,12777,641,18,4,1
41,83442,5279,685,0,4,0
43,20414,25021,643,7,3,1
50,20000,10966,567,0,1,1
26,52014,17676,482,16,3,1
32,32428,21731,756,10,3,1
42,55267,18792,667,14,1,1
35,64113,1000,731,19,4,0
23,78408,20562,715,16,4,0
39,37234,14195,691,8,1,1
40,67992,12367,627,18,2,1
35,60287,14127,684,9,4,1
37,66950,2119,750,19,1,1
32,49604,16537,655,19,4,1
49,87662,4084,783,4,1,0
25,57929,12713,545,15,4,1
29,95483,16250,537,13,1,1
35,44192,23592,719,15,3,1
43,74856,8443,592,3,2,0
20,58806,26612,793,10,1,1
21,53445,22574,743,3,2,1
18,72646,11564,761,17,1,1
35,54016,6130,711,17,3,1
23,20000,3449,585,11,4,1
31,20000,17174,533,2,2,1
41,85448,9101,754,13,1,1
28,84605,24594,545,8,3,1
37,97746,9563,760,15,2,1
32,59649,7794,696,1,4,0
41,34147,16869,644,8,1,1
39,51608,9511,680,7,2,0
28,60228,15068,682,19,2,1
33,39859,22887,635,5,4,1
45,92971,15937,749,19,0,0
38,104790,15967,747,18,3,0
21,69565,16641,660,11,4,1
41,59782,1455,608,3,1,1
24,34100,18134,741,4,2,1
49,90928,16279,508,0,1,1
45,61526,22143,681,15,2,1
37,54216,19846,701,14,4,1
36,69623,13384,592,6,1,1
32,48285,23259,718,14,1,1
41,62937,12658,648,11,2,1
31,31150,16977,611,16,2,1
37,81741,12510,717,1,3,1
43,57911,18694,574,3,0,0
29,83176,11988,710,16,4,0
28,55977,28180,511,7,3,1
23,57276,31138,669,19,4,1
24,35753,21991,653,17,2,1
18,75195,27330,612,1,2,1
42,42483,2686,677,8,1,1
53,50271,3628,644,14,4,0
49,60020,12427,723,2,0,1
18,62424,15329,689,17,2,1
42,25878,13414,681,1,1,1
49,55383,1862,670,2,3,0
30,75904,24212,616,10,4,0
36,52433,32233,628,4,3,1
18,55505,25247,667,12,0,1
37,63248,23684,637,7,1,1
24,57480,16808,727,5,0,0
36,39389,8256,656,16,2,1
19,59273,15580,676,3,0,1
40,79881,31844,551,9,3,1
45,38976,12184,716,3,2,1
27,52510,11360,609,2,1,0
23,32367,23858,577,4,4,1
18,78827,24389,765,5,3,1
32,58152,8216,698,8,3,0
29,42996,12908,718,9,1,1
19,61845,10984,681,2,1,0
39,35927,15557,643,0,2,1
30,39330,23829,630,1,3,1
24,30797,8567,704,12,4,1
29,38664,23717,729,19,3,1
45,87146,15813,645,0,0,0
41,45337,33609,795,0,4,1
33,69324,17550,636,15,1,1
41,43273,14224,552,14,0,1
23,75190,19597,529,14,2,1
35,39478,12302,531,3,2,1
36,60784,1000,621,17,0,0
30,61057,13075,633,12,1,1
39,106556,12949,697,3,1,0
27,72608,2261,647,2,2,0
40,48141,14415,709,12,3,1
40,73700,1000,653,15,3,1
18,102763,12218,650,15,0,1
46,27407,16948,609,11,0,1
18,43150,15775,749,10,3,1
28,55262,11711,542,13,4,1
45,51658,14315,671,2,0,0
31,53344,8727,637,7,1,1
20,33915,15086,704,1,0,1
24,88079,15464,648,16,2,0
45,31547,7798,650,12,1,1
18,55995,17141,631,15,0,0
46,80916,17091,747,9,4,0
34,59396,13670,650,18,3,1
23,40412,34368,787,18,2,1
29,33026,13874,669,12,3,1
24,55400,12766,651,16,1,1
43,44859,11620,639,13,4,1
42,64104,7232,689,14,2,1
18,31970,20487,608,4,1,1
30,76260,9510,660,19,2,0
26,62310,10456,650,3,2,1
47,63796,10694,672,13,3,1
21,88821,7120,674,12,4,1
51,51244,1000,678,1,1,1
34,45483,11296,656,15,3,1
23,49044,21986,759,1,0,1
28,56149,16575,679,10,1,1
26,58180,27484,832,16,2,1
22,43386,21007,653,2,2,1
35,20000,19191,717,7,3,1
22,48781,30061,599,10,0,1
18,67196,14222,748,18,4,1
31,62725,15504,600,7,2,1
18,83991,14908,681,2,2,1
27,99109,27350,631,2,3,1
25,75186,15020,681,3,3,1
26,87650,9813,633,17,2,1
55,75335,19701,594,15,2,1
35,94197,8469,630,8,1,1
37,97017,19267,757,16,2,0
18,79023,18310,682,18,1,1
28,74127,13484,559,17,3,0
37,55895,19526,726,0,2,1
24,59173,3097,587,1,1,1
44,53243,16303,702,14,2,1
22,72425,11297,688,7,4,1
32,45593,37898,693,3,2,1
29,56177,16246,779,12,1,1
36,20000,10228,591,7,2,1
28,94461,3973,692,18,3,0
32,55590,25443,738,11,0,1
32,69111,12199,604,4,2,0
27,89155,8669,597,18,0,1
39,66005,17690,629,12,4,1
37,88886,20197,672,5,3,1
34,35165,20071,551,2,0,1
30,107947,15158,688,11,2,0
42,81742,16273,551,14,4,1
32,64184,16856,740,16,4,1
31,88501,17691,685,2,0,0
36,36627,18399,783,8,1,0
51,54227,23755,696,19,0,1
21,88885,15451,628,13,1,1
42,22658,8465,594,1,4,1
18,71209,13845,666,18,3,1
37,70643,21030,647,13,1,1
50,99384,1000,733,9,1,0
39,28340,1000,584,15,3,1
36,92192,22346,791,12,2,1
29,48810,27160,739,5,2,1
35,51059,4878,635,15,2,1
32,35559,15803,775,5,4,1
27,38242,11803,595,4,2,1
32,68070,12913,664,11,3,1
36,37753,17444,560,0,4,1
27,74805,4657,779,12,1,0
26,46740,6142,534,11,3,0
21,35739,12589,549,14,4,1
38,49443,13836,605,3,1,1
40,66734,5992,742,11,1,1
37,54452,21317,716,8,0,1
44,60684,11659,658,3,3,0
35,73924,11625,721,9,3,1
38,81648,17261,641,18,3,1
38,53798,13968,679,16,1,1
34,39115,21699,765,3,3,1
29,61521,7532,632,16,0,0
57,69412,3820,596,11,3,1
30,30785,12521,682,0,2,1
28,42187,15481,701,18,4,1
39,45616,5073,657,10,4,1
37,55843,3897,720,18,2,1
20,44779,16458,635,1,3,1
46,74140,8937,658,3,4,1
34,27897,3379,676,18,1,1
23,28405,22722,670,4,0,1
46,53322,9945,762,10,2,1
41,56486,24198,675,12,1,1
22,30907,15227,628,18,3,1
52,47865,17358,686,6,3,1
41,51979,13308,720,15,2,1
34,52134,1000,704,14,1,0
50,63037,5905,700,14,2,0
36,46768,13994,545,10,2,1
34,89556,17917,475,1,0,1
28,69764,1000,739,5,3,1
40,43857,14571,680,11,1,0
39,61890,6021,648,8,2,1
35,62480,16876,698,3,4,1
27,84294,14844,784,13,0,0
36,47992,20948,748,9,2,1
34,75346,23534,717,15,0,1
21,60837,18671,587,10,2,1
20,89831,21883,597,7,1,1
40,85817,12197,482,2,4,0
18,63939,37584,694,2,1,1
37,54754,5249,727,10,3,1
30,70132,10777,733,7,0,1
48,56390,22210,697,14,2,1
30,93606,21021,639,12,4,1
41,61569,18899,610,5,3,0
31,51887,20402,592,15,1,1
36,50807,1000,638,11,4,1
42,35739,27714,581,17,4,1
30,71131,13368,772,19,2,1
44,43599,24967,558,19,4,1
25,81962,1000,636,2,0,1
37,34141,17052,514,10,1,1
44,62544,10491,670,0,4,1
41,83004,19576,649,17,4,1
54,20000,17536,625,14,4,1
27,100365,17928,584,5,0,1
21,51494,6528,650,12,1,1
25,62821,14544,611,11,3,1
41,71428,13558,640,10,0,1
39,74522,18962,787,10,4,1
36,65477,22914,662,19,4,1
23,79947,16203,687,15,4,1
42,70381,4790,617,8,4,1
22,95217,15860,595,15,1,1
46,70446,35888,648,2,4,1
63,99292,28168,825,5,1,0
38,78021,1000,629,2,0,0
40,23884,15506,675,17,1,1
30,112222,22456,592,0,3,1
18,48513,13541,457,17,4,1
28,89910,11319,594,16,3,1
24,60535,12864,816,18,1,1
20,81221,19417,691,15,3,1
52,46230,5812,764,9,2,1
37,72514,24509,625,16,2,1
38,54936,14552,485,19,1,1
31,91580,7519,572,17,0,1
33,68773,23994,677,15,1,1
44,78718,2638,666,15,4,0
34,20000,10558,649,13,2,1
40,58288,10426,612,17,0,1
33,68211,32151,715,8,1,1
31,64472,9519,614,10,2,1
20,79223,1000,671,16,2,1
18,52681,10345,663,5,3,1
32,60975,18644,624,15,2,1
35,83624,21272,588,2,0,1
22,20000,33212,620,11,2,1
34,71787,26255,781,0,0,1
35,53322,16503,727,19,2,1
18,41753,7868,721,16,2,0
25,66730,27992,594,4,1,1
39,84549,12051,549,3,3,1
38,80782,9734,726,12,3,1
23,57297,11663,713,18,1,1
36,77514,4981,659,6,2,0
45,77361,11279,624,19,2,1
42,58252,13135,547,9,2,1
34,46138,20845,710,8,2,1
30,47295,11895,733,6,1,1
28,76757,4860,602,5,0,0
39,59157,2169,596,6,0,0
36,39076,16676,736,3,0,1
41,26302,15581,605,7,4,1
36,76636,10565,774,5,0,1
43,49064,11260,642,1,4,1
35,66607,18107,622,7,4,1
42,84794,26124,653,0,1,1
43,33821,8758,622,3,2,1
26,59097,15711,728,14,1,1
18,56586,22666,712,0,1,1
50,67594,8791,726,6,1,0
37,84783,14874,662,13,1,1
18,33410,14696,618,0,3,0
27,71395,4509,649,14,2,0
42,80630,16347,620,1,0,1
32,56272,15252,752,1,1,1
29,57251,19440,720,3,4,1
49,68368,5504,643,17,4,1
24,66896,15079,585,0,0,0
27,71647,26053,757,1,2,1
37,71225,31619,659,18,4,1
38,40360,25241,640,12,0,1
39,79805,5583,758,11,0,0
44,83335,18608,614,0,1,1
36,63721,11134,627,7,1,1
39,30116,17271,633,11,4,1
32,57705,8822,557,10,1,1
35,63888,1292,672,10,1,1
36,37107,12243,596,2,1,1
37,52797,20780,610,19,1,1
42,31812,17303,600,14,4,1
40,72145,18223,608,4,0,1
35,63319,16730,591,19,2,1
26,27084,18236,667,6,3,1
35,67029,19236,639,2,0,1
34,58869,12802,653,17,0,1
36,70328,15663,814,3,4,1
57,52169,28946,639,1,1,1
29,43970,16136,692,12,1,1
39,44583,15340,700,5,1,1
45,49236,15823,645,3,0,1
35,60376,13256,669,2,0,1
58,62959,11517,651,2,0,1
31,56185,16669,664,19,2,1
38,51533,10954,608,13,2,1
27,52971,13835,615,16,1,1
31,110154,8675,651,12,4,0
37,44585,15864,511,10,1,1
43,48840,19673,754,4,0,1
38,125877,13304,801,19,0,0
47,68420,1000,661,16,3,1
34,32400,19722,696,10,2,1
31,76853,15961,725,2,1,0
62,41799,7054,557,15,1,1
38,78181,21186,714,6,1,0
27,55780,3812,620,4,2,1
28,51204,23363,810,14,3,1
25,92183,14541,636,16,3,1
44,71328,1000,713,12,3,0
31,79459,16426,637,1,0,1
36,68698,11750,803,12,2,0
34,51111,10545,614,18,3,1
42,72227,9098,731,13,1,0
26,84184,13982,693,5,2,0
24,62694,11118,678,12,0,1
37,96032,1000,666,4,4,1
41,77009,25176,603,17,3,1
38,64239,13045,468,16,3,0
26,65029,9144,725,11,2,1
41,62744,5972,615,2,3,1
27,34975,21165,731,8,2,1
29,58198,4612,674,2,4,1
25,64423,16071,734,15,1,1
48,51678,10330,706,13,4,1
41,66753,10796,477,5,3,1
41,60426,6171,693,17,4,1
47,75473,10037,625,15,0,1
63,73262,15070,731,18,2,0
18,63343,16882,691,5,3,1
27,32655,8715,692,3,3,1
28,95814,14272,630,9,3,1
26,57162,22107,586,5,3,0
24,58382,1698,619,14,1,1
32,53149,14949,524,8,4,1
22,50231,7393,608,12,2,0
38,90881,6578,547,3,4,1
35,87720,17088,549,1,2,0
39,68887,10637,658,18,2,1
40,57849,5265,687,8,2,1
41,72382,25594,647,2,4,1
31,61475,22360,615,16,4,1
56,56195,1000,583,2,2,1
37,66762,3204,627,19,2,0
18,51176,19747,592,7,0,1
24,65045,12721,645,9,0,1
18,64084,27004,543,5,3,1
35,72058,19930,699,1,1,0
33,47617,17395,610,8,2,1
30,74202,6825,676,7,3,1
55,41873,18931,712,8,1,1
40,48548,4793,672,9,1,1
42,49421,25441,705,12,0,1
25,38558,18377,505,1,3,1
25,80313,8401,615,7,2,1
35,40618,21437,727,17,0,1
36,46021,32932,685,19,2,1
18,85108,13259,779,10,0,0
33,48588,19403,769,7,3,1
35,56237,11545,670,8,1,1
32,39759,15682,632,15,1,1
26,76659,2942,582,7,4,0
29,76934,14995,616,18,3,1
33,74778,15348,621,0,3,0
35,70750,29391,608,12,3,1
41,61471,1000,585,10,2,0
45,49512,12752,678,9,0,1
32,43700,25304,768,9,1,1
30,85798,13065,715,3,4,0
39,75296,13629,627,6,4,1
41,46133,8333,720,7,3,0
30,60796,7539,674,13,4,1
42,53997,1000,647,11,4,1
44,37435,9966,642,8,1,1
47,63553,7085,636,10,3,1
52,51690,15944,695,11,3,1
26,40949,8698,659,0,0,1
35,30417,11163,599,17,4,1
35,28723,11382,595,17,2,1
34,52571,14614,671,7,1,1
28,58298,10771,680,15,2,0
20,42493,6505,628,7,1,1
35,73014,15686,570,1,1,1
27,58689,23539,737,17,2,1
35,71537,16027,722,5,4,1
27,56341,10121,510,7,2,1
24,44257,14014,743,11,1,0
37,62282,1000,635,8,3,0
36,34746,13884,663,5,1,1
40,70788,11797,729,16,2,1
56,41257,7532,765,7,1,0
37,78364,8983,720,11,1,0
39,53230,11718,666,13,1,1
24,81250,22939,553,18,1,1
22,37547,23736,508,9,4,1
50,46444,7574,711,9,3,1
25,67618,10855,743,18,3,0
24,83409,11059,592,9,0,1
34,93332,21476,631,5,0,0
34,60827,16164,610,0,1,1
25,96754,15742,609,6,4,0
31,54206,19290,725,3,0,0
47,81975,10228,665,6,3,1
26,41156,25911,633,10,4,1
21,68404,14986,836,10,1,0
44,20000,8152,549,3,0,1
39,37568,13162,688,9,0,1
28,69333,24855,576,9,0,1
19,33751,11598,638,0,4,1
27,68538,22596,660,5,3,1
34,78129,9997,709,14,3,1
46,49973,8874,631,0,0,1
24,40620,20276,624,6,4,1
34,50516,8008,630,9,3,1
41,40683,21580,574,3,4,1
18,57975,17813,694,12,1,1
45,62041,8011,669,14,0,1
23,53879,14428,680,6,4,1
38,93487,10609,645,4,0,1
37,45611,17791,636,15,0,0
45,87828,30102,732,4,0,1
40,39175,12034,721,2,0,1
18,61455,19270,749,0,2,1
27,83662,15195,676,1,1,1
36,82627,15192,744,17,4,1
33,51594,13678,620,18,4,1
39,71101,8140,635,10,0,1
42,68423,17681,733,18,4,0
41,49201,12690,709,14,0,1
32,72318,7761,629,8,1,0
18,97249,23113,576,14,3,1
30,69434,15792,635,8,1,1
39,71327,13175,602,19,0,0
24,73443,25720,770,17,0,1
41,30780,1000,703,16,3,1
44,69204,25182,596,10,1,1
36,39664,7958,576,10,1,1
18,48202,16692,595,2,1,1
22,103238,10295,610,13,4,1
53,54934,7615,638,2,4,1
29,45196,25511,728,10,4,1
18,83051,29849,582,2,0,1
47,41046,13230,810,9,1,1
35,51051,17683,583,15,4,1
46,84981,15455,551,6,2,1
37,60855,28844,768,12,0,1
39,28768,1000,742,5,1,0
38,70879,18016,637,5,4,1
41,52070,9182,676,3,4,1
57,90797,1000,678,3,2,1
44,47876,12115,659,7,0,1
19,81024,29784,559,2,0,1
39,95513,9751,476,17,1,1
46,42981,21326,590,14,3,1
47,56135,24589,777,4,4,1
30,67772,14898,779,17,1,0
46,42853,15963,631,7,4,1
44,65405,1269,582,10,4,1
60,55501,9270,669,13,4,1
27,55098,22256,680,15,3,1
29,60978,15485,692,0,2,0
31,61425,17938,473,5,4,1
30,63277,16065,850,6,3,1
26,48023,32536,729,11,4,1
18,48896,11555,636,17,2,1
30,57628,27843,599,8,1,1
38,59104,16068,719,9,2,1
30,51223,28553,684,1,2,1
54,66478,5200,656,10,1,1
35,23704,16477,682,9,3,1
47,45390,11850,642,12,3,1
37,54401,16115,678,16,1,1
43,42877,24779,700,11,1,1
37,92583,18030,674,1,2,1
48,60377,24763,670,16,1,1
35,63535,9638,747,9,1,1
39,50335,8417,538,9,1,1
38,59684,15128,594,17,3,1
32,35694,14690,651,11,2,1
39,56603,13513,598,15,1,1
57,41259,7330,622,17,0,1
32,54451,24589,740,9,0,1
39,20000,12097,639,19,3,1
47,37439,26408,521,3,4,1
46,89278,15101,620,17,1,1
35,76607,20187,654,16,4,1
18,86380,19461,652,1,3,1
40,87754,8405,688,3,1,1
18,73459,17937,683,0,2,1
49,50942,30426,640,5,0,1
36,39254,17012,566,19,1,1
44,82934,22210,619,2,3,0
25,61291,20546,606,0,4,1
19,109880,17456,630,9,1,0
37,52698,16491,698,7,4,0
34,99457,19378,678,12,3,1
30,56864,21106,707,12,1,1
35,86720,4182,623,16,3,1
62,93933,16978,755,8,4,1
43,39541,13527,697,9,1,1
45,50300,11867,657,0,0,0
43,39340,25367,692,19,1,1
49,35401,9134,602,4,3,1
33,73341,3841,502,11,0,0
18,56067,21365,607,17,1,1
33,61047,3636,702,12,1,1
43,71124,1000,655,12,0,1
25,22852,22266,640,3,2,1
33,85735,16269,590,14,4,1
28,53018,18781,513,3,0,1
50,70648,11460,749,13,4,0
42,72414,3924,635,11,4,0
41,87415,5513,619,9,4,1
41,57902,12822,602,14,3,0
34,20000,4820,737,14,2,1
36,61142,17456,711,4,1,0
23,64014,11300,582,7,4,1
18,39314,16480,731,9,2,1
36,62949,16241,639,3,2,0
38,52779,18094,607,7,1,1
47,33144,18995,629,0,1,1
50,73429,12248,595,8,1,0
50,48725,16471,557,4,3,1
25,51872,16888,704,4,2,1
31,50748,1000,634,16,1,0
39,84709,20172,693,2,0,1
60,59181,16199,670,2,2,1
49,61581,19512,688,6,1,1
46,51187,4705,506,0,1,1
31,69257,12473,589,17,0,1
26,86986,6267,689,19,4,0
42,72957,20956,560,16,0,1
23,73737,3759,676,15,0,1
32,72124,7570,552,2,3,1
33,32395,19274,651,11,1,1
50,42477,9965,762,1,4,1
31,55900,7572,704,6,2,1
18,45482,22253,520,9,3,1
40,38709,22581,709,13,4,1
28,22556,20776,777,5,4,1
35,33069,21789,845,5,4,1
34,54869,13147,683,16,2,1
32,58611,13363,554,4,4,1
42,44138,9815,680,9,1,1
19,61578,16341,761,5,4,1
29,51323,10776,636,17,4,1
41,81811,11535,723,10,1,1
28,56767,19799,591,2,0,1
18,73926,24476,676,2,3,1
41,64064,18186,475,19,0,1
46,31958,29354,583,18,0,1
34,58186,9355,649,15,4,1
18,35287,1000,624,1,2,1
42,57837,20717,558,14,3,1
18,45097,8825,615,13,4,1
38,67639,12810,673,18,4,1
26,33152,1000,643,9,4,1
23,60294,7806,654,9,0,1
30,71448,2982,701,12,1,0
33,78151,11525,625,2,3,1
28,44716,11843,745,14,0,1
40,60355,15719,580,9,1,1
30,63682,24917,784,3,2,1
44,90942,20415,727,16,1,0
37,30373,2022,625,5,0,1
28,41777,19864,629,17,4,1
26,116089,15894,664,5,2,1
18,54538,14217,691,9,2,1
37,22180,14818,726,8,3,1
31,48348,16636,556,14,3,1
18,20000,9464,680,3,2,1
29,64818,13541,501,4,4,1
25,76195,24471,637,3,1,1
50,41766,9368,751,4,4,1
18,50585,6760,550,9,4,1
20,78473,14506,538,11,0,1
46,24995,5955,665,17,3,1
48,33568,1217,747,8,0,1
27,55437,12244,672,8,2,1
28,44953,26588,516,3,4,1
41,54122,14691,532,1,0,1
18,34724,16428,656,15,2,1
18,64286,1000,567,12,3,0
32,57015,18505,659,10,2,1
50,70983,15746,663,8,0,1
30,64007,9680,615,10,0,0
36,64133,16440,777,16,2,0
46,31073,16360,691,3,0,1
56,69851,6524,734,9,0,1
29,53382,17654,714,4,4,1
34,56668,24577,639,2,2,1
53,80965,13176,636,13,2,1
19,45611,8059,629,14,0,0
45,87023,13579,697,17,3,0
24,88889,21836,604,0,2,1
36,75055,5189,770,3,1,0
32,40387,19628,597,11,3,1
25,20000,9575,665,16,1,1
25,81576,16936,633,18,2,1
37,62227,10485,618,15,2,1
44,45096,10463,802,18,1,1
33,83471,27184,619,16,4,1
35,42768,3727,628,6,3,1
40,51516,18882,603,11,1,1
25,70497,28850,652,12,0,1
42,37727,20484,642,7,1,1
43,57810,4351,571,17,2,1
61,81782,4747,620,15,2,1
31,64222,8986,692,10,2,1
30,84948,16263,721,9,0,1
42,82672,16807,651,15,3,1
43,60154,4826,654,4,1,1
29,20000,8017,624,4,1,1
30,37884,8508,614,8,2,1
40,75266,13554,585,2,4,1
26,28994,30877,541,9,0,1
30,53466,7534,600,8,4,1
35,66769,7184,713,10,3,1
44,89391,5934,620,9,2,1
28,48499,20084,625,17,0,1
18,47130,14669,624,5,3,1
18,58951,7830,737,8,3,1
22,67018,12097,585,14,2,1
21,56915,8667,669,5,4,1
33,80985,17367,645,13,4,1
23,44017,36475,654,19,4,1
27,62403,19406,667,7,1,1
27,68904,14256,654,4,3,1
30,51995,9680,705,3,0,1
48,76794,4252,647,0,2,1
41,62979,20869,772,5,0,1
35,75776,20434,653,16,1,0
30,63882,11271,530,5,3,1
30,67528,24706,694,19,2,1
38,47352,15168,677,19,4,1
40,47384,21198,652,13,0,1
25,84487,17369,631,19,4,1
35,72710,13582,501,8,3,1
18,39540,7360,513,19,2,1
37,63617,13835,765,10,0,1
42,20000,21736,609,1,0,1
32,48521,10934,717,16,2,1
53,79220,18517,537,19,2,0
26,57497,6338,576,17,2,1
37,62358,21240,697,8,1,1
34,20000,17503,642,2,3,1
33,52154,5383,687,11,3,1
33,66765,13207,649,17,1,1
36,69305,22451,635,16,1,1
43,79247,4927,602,12,2,0
48,55794,6432,566,15,3,1
34,56686,14444,748,0,2,1
43,33357,32066,759,12,0,1
27,55909,9619,577,2,4,1
42,34768,18962,572,14,1,1
27,23042,17081,625,0,3,0
45,38296,10283,673,11,0,1
57,90173,16289,637,18,1,1
33,54588,11417,684,2,2,1
18,64397,12137,646,8,4,1
29,49730,1709,641,0,2,1
47,24188,14804,818,14,0,1
40,78722,22192,613,18,4,1
37,20000,15459,764,0,1,0
45,48904,23724,751,10,1,1
39,58907,19642,685,15,0,1
47,64609,14523,515,0,3,1
44,45470,9976,652,9,2,1
50,23240,11109,613,2,1,1
38,43978,3235,651,18,3,1
44,45024,12863,575,10,0,1
31,44538,16167,702,10,2,1
28,79401,28723,718,19,3,1
52,35727,19226,731,15,4,1
37,66019,8081,623,6,3,0
43,63165,3485,575,12,2,0
36,79209,13347,674,5,0,0
29,57337,21494,772,10,1,1
35,75822,13235,654,16,2,1
49,56555,19335,681,18,2,1
40,68687,13550,633,19,2,1
18,29941,20736,614,9,3,1
32,20000,2221,696,17,4,1
52,67550,27833,642,17,2,1
32,68623,6100,678,10,0,0
18,69510,21349,685,0,2,1
53,49501,12822,674,2,1,1
41,89794,14073,689,13,2,1
34,50802,13071,590,16,2,1
31,68417,17044,586,18,2,1
45,71892,18660,647,4,2,1
29,94374,23466,648,17,1,1
46,53659,26263,613,16,0,1
40,46936,17654,666,9,4,1
37,30037,28709,713,7,2,1
36,91047,15743,733,9,1,0
33,68428,23619,748,13,4,1
45,69061,18429,557,16,0,1
26,122334,10606,568,3,1,0
18,66500,16449,629,6,3,1
41,33953,19025,655,2,2,1
41,56081,14742,633,18,4,1
39,40504,18302,611,8,1,1
39,52082,21922,628,5,3,1
31,51948,14813,683,4,2,1
42,48259,1000,556,1,2,1
34,32134,28426,814,9,2,1
30,91850,12619,651,15,4,1
31,65976,8413,723,6,3,0
55,55490,6007,609,8,1,1
18,75152,12308,690,12,2,1
39,69421,10498,657,7,2,0
18,65513,9103,709,14,3,1
33,73699,9542,636,6,2,1
30,62678,19237,758,8,2,1
18,73404,31242,545,19,2,1
38,75062,21564,716,16,1,0
31,63254,23980,658,11,2,1
18,55592,11980,578,7,4,1
43,90607,15837,786,19,4,0
49,50441,18411,779,9,0,1
49,67826,9723,504,6,1,1
38,68278,11594,662,11,3,1
35,47808,21836,699,8,0,1
48,43843,23722,680,17,3,1
51,52922,15539,756,4,2,1
46,50155,5438,741,1,0,1
25,30837,12635,668,8,2,1
37,46970,3469,809,18,2,0
39,65324,15601,715,1,3,1
18,85318,17043,625,16,4,1
39,71087,12834,611,0,4,1
57,20000,16933,737,11,2,1
41,72826,18335,594,9,3,1
49,48836,17054,621,3,3,1
36,69061,5387,633,14,4,0
34,59717,12973,674,3,3,1
38,56146,18278,636,8,1,1
26,57955,27629,557,11,1,1
25,59551,12824,731,10,1,0
47,86888,19406,621,0,0,0
48,59606,22025,791,8,1,1
25,81710,13426,671,13,2,1
44,78798,24187,738,10,3,1
34,73340,24617,694,14,1,1
38,24267,26043,742,15,0,1
39,82332,18667,689,3,0,1
44,50841,33881,666,16,0,1
35,74314,10077,726,17,2,0
49,40549,31992,824,16,2,0
38,36298,21146,631,17,1,1
41,99527,25723,705,4,1,1
26,40860,12439,649,13,2,1
56,82922,21755,685,9,3,1
39,62368,26415,652,19,0,0
42,51597,6301,498,16,4,1
18,59103,13693,635,3,1,1
26,33978,1000,719,18,0,1
47,59724,13573,596,13,0,1
37,38345,8471,714,10,2,1
18,52091,13257,662,8,2,1
45,78505,38389,636,9,0,1
29,65083,28742,713,15,2,1
49,30356,3484,697,15,1,1
34,77029,19445,679,11,4,1
37,59858,21391,721,19,1,1
46,49156,12296,664,4,4,1
26,74933,16426,534,8,2,1
25,56655,17207,623,11,4,1
33,36686,4227,523,3,2,0
43,96956,6749,696,9,0,0
21,59654,16378,712,16,3,1
18,58372,15795,715,13,2,0
43,51897,9331,684,14,4,1
28,83599,8644,717,3,1,1
31,49502,14281,539,2,0,1
18,29100,22089,642,8,0,1
28,46426,14388,550,6,3,1
34,86535,27981,624,0,1,1
